"[Município]","Cód. IBGE","UF","Região","Fabricante","Total de doses aplicadas","1ª Dose D1","2ª Dose D2","Dose Adicional DA","Dose Reforço DR","Dose Única DU"
"Barreirinhas","00000000210170","MA","Nordeste","FIOCRUZ/ASTRAZENECA","31,911","16,696","15,210","0","5","0"
"Barreirinhas","00000000210170","MA","Nordeste","JANSSEN","568","0","0","0","160","408"
"Barreirinhas","00000000210170","MA","Nordeste","PFIZER/BIONTECH","30,873","16,313","8,129","332","6,099","0"
"Barreiros","00000000260140","PE","Nordeste","BUTANTAN/SINOVAC","12,008","6,376","5,632","0","0","0"
"Barreiros","00000000260140","PE","Nordeste","FIOCRUZ/ASTRAZENECA","20,448","11,526","8,525","0","397","0"
"Barreiros","00000000260140","PE","Nordeste","JANSSEN","651","0","0","18","234","399"
"Barreiros","00000000260140","PE","Nordeste","PFIZER/BIONTECH","26,714","12,270","9,523","1","4,920","0"
"Barretos","00000000350550","SP","Sudeste","BUTANTAN/SINOVAC","88,464","42,632","41,591","15","4,226","0"
"Barretos","00000000350550","SP","Sudeste","FIOCRUZ/ASTRAZENECA","88,617","41,483","43,738","19","3,377","0"
"Barretos","00000000350550","SP","Sudeste","JANSSEN","4,235","0","0","3","1,388","2,844"
"Barretos","00000000350550","SP","Sudeste","PFIZER/BIONTECH","80,419","24,131","21,303","165","34,820","0"
"Barrinha","00000000350560","SP","Sudeste","BUTANTAN/SINOVAC","20,852","9,879","9,428","3","1,542","0"
"Barrinha","00000000350560","SP","Sudeste","FIOCRUZ/ASTRAZENECA","16,334","8,213","6,499","1","1,621","0"
"Barrinha","00000000350560","SP","Sudeste","JANSSEN","1,269","0","0","0","321","948"
"Barrinha","00000000350560","SP","Sudeste","PFIZER/BIONTECH","19,922","7,886","8,296","11","3,729","0"
"Barro","00000000230200","CE","Nordeste","BUTANTAN/SINOVAC","8,800","4,682","4,118","0","0","0"
"Barro","00000000230200","CE","Nordeste","FIOCRUZ/ASTRAZENECA","8,942","4,614","4,325","0","3","0"
"Barro","00000000230200","CE","Nordeste","JANSSEN","535","0","0","0","59","476"
"Barro","00000000230200","CE","Nordeste","PFIZER/BIONTECH","16,096","6,506","4,674","1","4,915","0"
"Barro Alto","00000000290323","BA","Nordeste","BUTANTAN/SINOVAC","4,258","2,286","1,972","0","0","0"
"Barro Alto","00000000290323","BA","Nordeste","FIOCRUZ/ASTRAZENECA","10,955","5,583","5,037","0","335","0"
"Barro Alto","00000000290323","BA","Nordeste","JANSSEN","116","0","0","2","26","88"
"Barro Alto","00000000290323","BA","Nordeste","PFIZER/BIONTECH","7,840","3,257","2,094","74","2,415","0"
"Barro Alto","00000000520320","GO","Centro-Oeste","BUTANTAN/SINOVAC","2,750","1,437","1,313","0","0","0"
"Barro Alto","00000000520320","GO","Centro-Oeste","FIOCRUZ/ASTRAZENECA","7,042","3,596","3,444","0","2","0"
"Barro Alto","00000000520320","GO","Centro-Oeste","JANSSEN","298","0","0","0","90","208"
"Barro Alto","00000000520320","GO","Centro-Oeste","PFIZER/BIONTECH","7,354","3,436","2,540","0","1,378","0"
"Barro Duro","00000000220140","PI","Nordeste","BUTANTAN/SINOVAC","2,061","1,179","882","0","0","0"
"Barro Duro","00000000220140","PI","Nordeste","FIOCRUZ/ASTRAZENECA","3,159","1,906","1,220","0","33","0"
"Barro Duro","00000000220140","PI","Nordeste","JANSSEN","122","0","0","0","2","120"
"Barro Duro","00000000220140","PI","Nordeste","PFIZER/BIONTECH","2,348","1,339","595","1","413","0"
"Barro Preto","00000000290330","BA","Nordeste","BUTANTAN/SINOVAC","2,362","1,273","1,087","0","2","0"
"Barro Preto","00000000290330","BA","Nordeste","FIOCRUZ/ASTRAZENECA","3,542","2,023","1,518","0","1","0"
"Barro Preto","00000000290330","BA","Nordeste","JANSSEN","95","0","0","0","28","67"
"Barro Preto","00000000290330","BA","Nordeste","PFIZER/BIONTECH","3,543","1,617","874","0","1,052","0"
"Barrocas","00000000290327","BA","Nordeste","BUTANTAN/SINOVAC","6,463","3,510","2,949","0","4","0"
"Barrocas","00000000290327","BA","Nordeste","FIOCRUZ/ASTRAZENECA","7,636","3,921","3,568","0","147","0"
"Barrocas","00000000290327","BA","Nordeste","JANSSEN","187","0","0","0","17","170"
"Barrocas","00000000290327","BA","Nordeste","PFIZER/BIONTECH","12,861","4,975","4,021","50","3,815","0"
"Barrolândia","00000000170310","TO","Norte","BUTANTAN/SINOVAC","1,996","1,032","963","0","1","0"
"Barrolândia","00000000170310","TO","Norte","FIOCRUZ/ASTRAZENECA","3,157","1,621","1,502","0","34","0"
"Barrolândia","00000000170310","TO","Norte","JANSSEN","137","0","0","0","30","107"
"Barrolândia","00000000170310","TO","Norte","PFIZER/BIONTECH","2,262","1,059","363","3","837","0"
"Barroquinha","00000000230205","CE","Nordeste","BUTANTAN/SINOVAC","2,465","1,255","1,210","0","0","0"
"Barroquinha","00000000230205","CE","Nordeste","FIOCRUZ/ASTRAZENECA","1,736","927","809","0","0","0"
"Barroquinha","00000000230205","CE","Nordeste","JANSSEN","12","0","0","0","1","11"
"Barroquinha","00000000230205","CE","Nordeste","PFIZER/BIONTECH","1,346","33","32","0","1,281","0"
"Barros Cassal","00000000430200","RS","Sul","BUTANTAN/SINOVAC","3,682","1,875","1,806","0","1","0"
"Barros Cassal","00000000430200","RS","Sul","FIOCRUZ/ASTRAZENECA","6,803","3,479","3,324","0","0","0"
"Barros Cassal","00000000430200","RS","Sul","JANSSEN","390","0","0","0","132","258"
"Barros Cassal","00000000430200","RS","Sul","PFIZER/BIONTECH","7,999","2,318","1,522","23","4,136","0"
"Barroso","00000000310590","MG","Sudeste","BUTANTAN/SINOVAC","6,773","3,581","3,192","0","0","0"
"Barroso","00000000310590","MG","Sudeste","FIOCRUZ/ASTRAZENECA","15,257","7,899","7,357","1","0","0"
"Barroso","00000000310590","MG","Sudeste","JANSSEN","739","0","0","11","294","434"
"Barroso","00000000310590","MG","Sudeste","PFIZER/BIONTECH","15,609","5,924","4,663","41","4,981","0"
"Barueri","00000000350570","SP","Sudeste","BUTANTAN/SINOVAC","189,421","98,045","89,151","54","2,171","0"
"Barueri","00000000350570","SP","Sudeste","FIOCRUZ/ASTRAZENECA","165,355","78,805","86,081","19","450","0"
"Barueri","00000000350570","SP","Sudeste","JANSSEN","8,782","0","0","2","2,051","6,729"
"Barueri","00000000350570","SP","Sudeste","PFIZER/BIONTECH","199,221","72,212","58,626","1,062","67,321","0"
"Bastos","00000000350580","SP","Sudeste","BUTANTAN/SINOVAC","14,917","6,904","6,830","27","1,156","0"
"Bastos","00000000350580","SP","Sudeste","FIOCRUZ/ASTRAZENECA","14,271","7,134","7,011","2","124","0"
"Bastos","00000000350580","SP","Sudeste","JANSSEN","655","0","0","0","171","484"
"Bastos","00000000350580","SP","Sudeste","PFIZER/BIONTECH","16,451","5,128","5,157","71","6,095","0"
"Bataguassu","00000000500190","MS","Centro-Oeste","BUTANTAN/SINOVAC","10,525","5,606","4,916","0","3","0"
"Bataguassu","00000000500190","MS","Centro-Oeste","FIOCRUZ/ASTRAZENECA","10,820","5,753","5,065","0","2","0"
"Bataguassu","00000000500190","MS","Centro-Oeste","JANSSEN","1,841","0","0","0","652","1,189"
"Bataguassu","00000000500190","MS","Centro-Oeste","PFIZER/BIONTECH","21,095","7,409","6,744","32","6,910","0"
"Batalha","00000000220150","PI","Nordeste","BUTANTAN/SINOVAC","7,612","4,358","3,250","0","4","0"
"Batalha","00000000220150","PI","Nordeste","FIOCRUZ/ASTRAZENECA","12,418","6,701","5,515","0","202","0"
"Batalha","00000000220150","PI","Nordeste","JANSSEN","652","0","0","4","300","348"
"Batalha","00000000220150","PI","Nordeste","PFIZER/BIONTECH","17,416","6,761","5,797","2","4,856","0"
"Batalha","00000000270070","AL","Nordeste","BUTANTAN/SINOVAC","5,854","3,200","2,653","0","1","0"
"Batalha","00000000270070","AL","Nordeste","FIOCRUZ/ASTRAZENECA","10,158","5,159","4,910","0","89","0"
"Batalha","00000000270070","AL","Nordeste","JANSSEN","238","0","0","1","78","159"
"Batalha","00000000270070","AL","Nordeste","PFIZER/BIONTECH","11,600","4,673","3,315","5","3,607","0"
"Batatais","00000000350590","SP","Sudeste","BUTANTAN/SINOVAC","41,953","18,399","17,774","123","5,657","0"
"Batatais","00000000350590","SP","Sudeste","FIOCRUZ/ASTRAZENECA","41,954","19,939","21,996","1","18","0"
"Batatais","00000000350590","SP","Sudeste","JANSSEN","1,967","0","0","0","522","1,445"
"Batatais","00000000350590","SP","Sudeste","PFIZER/BIONTECH","46,496","13,587","11,956","14","20,939","0"
"Batayporã","00000000500200","MS","Centro-Oeste","BUTANTAN/SINOVAC","4,152","2,197","1,955","0","0","0"
"Batayporã","00000000500200","MS","Centro-Oeste","FIOCRUZ/ASTRAZENECA","6,985","3,708","3,276","0","1","0"
"Batayporã","00000000500200","MS","Centro-Oeste","JANSSEN","1,056","0","0","2","466","588"
"Batayporã","00000000500200","MS","Centro-Oeste","PFIZER/BIONTECH","9,516","2,767","2,592","2,761","1,396","0"
"Baturité","00000000230210","CE","Nordeste","BUTANTAN/SINOVAC","5,754","2,990","2,756","0","8","0"
"Baturité","00000000230210","CE","Nordeste","FIOCRUZ/ASTRAZENECA","5,724","3,321","2,401","0","2","0"
"Baturité","00000000230210","CE","Nordeste","JANSSEN","370","0","0","0","355","15"
"Baturité","00000000230210","CE","Nordeste","PFIZER/BIONTECH","5,520","218","264","14","5,024","0"
"Bauru","00000000350600","SP","Sudeste","BUTANTAN/SINOVAC","245,297","117,820","112,669","779","14,029","0"
"Bauru","00000000350600","SP","Sudeste","FIOCRUZ/ASTRAZENECA","249,676","126,282","123,213","7","174","0"
"Bauru","00000000350600","SP","Sudeste","JANSSEN","10,781","0","0","2","1,987","8,792"
"Bauru","00000000350600","SP","Sudeste","PFIZER/BIONTECH","231,892","76,485","70,207","1,088","84,112","0"
"Bayeux","00000000250180","PB","Nordeste","BUTANTAN/SINOVAC","30,160","16,152","13,983","0","25","0"
"Bayeux","00000000250180","PB","Nordeste","FIOCRUZ/ASTRAZENECA","48,817","25,747","23,028","3","39","0"
"Bayeux","00000000250180","PB","Nordeste","JANSSEN","2,079","0","0","7","630","1,442"
"Bayeux","00000000250180","PB","Nordeste","PFIZER/BIONTECH","57,284","28,234","18,508","286","10,256","0"
"Bebedouro","00000000350610","SP","Sudeste","BUTANTAN/SINOVAC","56,848","25,831","25,016","157","5,844","0"
"Bebedouro","00000000350610","SP","Sudeste","FIOCRUZ/ASTRAZENECA","53,943","25,372","25,432","28","3,111","0"
"Bebedouro","00000000350610","SP","Sudeste","JANSSEN","2,181","0","0","0","464","1,717"
"Bebedouro","00000000350610","SP","Sudeste","PFIZER/BIONTECH","43,530","14,770","15,043","141","13,576","0"
"Beberibe","00000000230220","CE","Nordeste","BUTANTAN/SINOVAC","9,617","4,829","4,787","0","1","0"
"Beberibe","00000000230220","CE","Nordeste","FIOCRUZ/ASTRAZENECA","8,200","4,620","3,580","0","0","0"
"Beberibe","00000000230220","CE","Nordeste","JANSSEN","9","0","0","0","3","6"
"Beberibe","00000000230220","CE","Nordeste","PFIZER/BIONTECH","1,739","32","97","523","1,087","0"
"Bela Cruz","00000000230230","CE","Nordeste","BUTANTAN/SINOVAC","6,596","3,451","3,145","0","0","0"
"Bela Cruz","00000000230230","CE","Nordeste","FIOCRUZ/ASTRAZENECA","7,467","3,829","3,637","0","1","0"
"Bela Cruz","00000000230230","CE","Nordeste","JANSSEN","209","0","0","0","197","12"
"Bela Cruz","00000000230230","CE","Nordeste","PFIZER/BIONTECH","8,119","993","462","121","6,543","0"
"Bela Vista","00000000500210","MS","Centro-Oeste","BUTANTAN/SINOVAC","6,873","3,571","3,302","0","0","0"
"Bela Vista","00000000500210","MS","Centro-Oeste","FIOCRUZ/ASTRAZENECA","10,665","5,776","4,889","0","0","0"
"Bela Vista","00000000500210","MS","Centro-Oeste","JANSSEN","8,935","0","0","7","2,580","6,348"
"Bela Vista","00000000500210","MS","Centro-Oeste","PFIZER/BIONTECH","13,779","4,216","3,684","482","5,397","0"
"Bela Vista Da Caroba","00000000410275","PR","Sul","BUTANTAN/SINOVAC","1,313","662","651","0","0","0"
"Bela Vista Da Caroba","00000000410275","PR","Sul","FIOCRUZ/ASTRAZENECA","3,156","1,593","1,562","0","1","0"
"Bela Vista Da Caroba","00000000410275","PR","Sul","JANSSEN","58","0","0","0","23","35"
"Bela Vista Da Caroba","00000000410275","PR","Sul","PFIZER/BIONTECH","2,017","527","501","26","963","0"
"Bela Vista De Goiás","00000000520330","GO","Centro-Oeste","BUTANTAN/SINOVAC","11,724","6,312","5,402","0","10","0"
"Bela Vista De Goiás","00000000520330","GO","Centro-Oeste","FIOCRUZ/ASTRAZENECA","17,744","9,179","8,565","0","0","0"
"Bela Vista De Goiás","00000000520330","GO","Centro-Oeste","JANSSEN","827","0","0","0","247","580"
"Bela Vista De Goiás","00000000520330","GO","Centro-Oeste","PFIZER/BIONTECH","18,961","8,854","6,360","4","3,743","0"
"Bela Vista De Minas","00000000310600","MG","Sudeste","BUTANTAN/SINOVAC","3,448","1,889","1,555","0","4","0"
"Bela Vista De Minas","00000000310600","MG","Sudeste","FIOCRUZ/ASTRAZENECA","6,683","3,633","3,035","0","15","0"
"Bela Vista De Minas","00000000310600","MG","Sudeste","JANSSEN","178","0","0","0","79","99"
"Bela Vista De Minas","00000000310600","MG","Sudeste","PFIZER/BIONTECH","6,831","2,496","2,002","2","2,329","2"
"Bela Vista Do Maranhão","00000000210177","MA","Nordeste","BUTANTAN/SINOVAC","2,494","1,291","1,203","0","0","0"
"Bela Vista Do Maranhão","00000000210177","MA","Nordeste","FIOCRUZ/ASTRAZENECA","4,283","2,416","1,866","0","1","0"
"Bela Vista Do Maranhão","00000000210177","MA","Nordeste","JANSSEN","80","0","0","0","29","51"
"Bela Vista Do Maranhão","00000000210177","MA","Nordeste","PFIZER/BIONTECH","7,091","3,111","2,307","0","1,673","0"
"Bela Vista Do Paraíso","00000000410280","PR","Sul","BUTANTAN/SINOVAC","5,753","2,960","2,788","0","5","0"
"Bela Vista Do Paraíso","00000000410280","PR","Sul","FIOCRUZ/ASTRAZENECA","11,521","5,629","5,501","0","391","0"
"Bela Vista Do Paraíso","00000000410280","PR","Sul","JANSSEN","446","0","0","0","177","269"
"Bela Vista Do Paraíso","00000000410280","PR","Sul","PFIZER/BIONTECH","11,854","4,252","3,360","10","4,232","0"
"Bela Vista Do Piauí","00000000220155","PI","Nordeste","BUTANTAN/SINOVAC","1,763","925","838","0","0","0"
"Bela Vista Do Piauí","00000000220155","PI","Nordeste","FIOCRUZ/ASTRAZENECA","2,519","1,228","1,184","0","107","0"
"Bela Vista Do Piauí","00000000220155","PI","Nordeste","JANSSEN","116","0","0","0","46","70"
"Bela Vista Do Piauí","00000000220155","PI","Nordeste","PFIZER/BIONTECH","3,073","1,161","1,073","0","839","0"
"Bela Vista Do Toldo","00000000420213","SC","Sul","BUTANTAN/SINOVAC","2,193","1,100","1,092","0","1","0"
"Bela Vista Do Toldo","00000000420213","SC","Sul","FIOCRUZ/ASTRAZENECA","3,845","1,947","1,898","0","0","0"
"Bela Vista Do Toldo","00000000420213","SC","Sul","JANSSEN","315","0","0","0","100","215"
"Bela Vista Do Toldo","00000000420213","SC","Sul","PFIZER/BIONTECH","3,919","1,700","1,225","0","994","0"
"Belágua","00000000210173","MA","Nordeste","BUTANTAN/SINOVAC","2,920","1,607","1,313","0","0","0"
"Belágua","00000000210173","MA","Nordeste","FIOCRUZ/ASTRAZENECA","4,157","2,374","1,776","0","7","0"
"Belágua","00000000210173","MA","Nordeste","JANSSEN","176","0","0","73","0","103"
"Belágua","00000000210173","MA","Nordeste","PFIZER/BIONTECH","4,023","2,013","1,267","0","743","0"
"Belém","00000000150140","PA","Norte","BUTANTAN/SINOVAC","542,689","284,302","247,340","247","10,800","0"
"Belém","00000000150140","PA","Norte","FIOCRUZ/ASTRAZENECA","508,762","245,189","240,324","998","22,251","0"
"Belém","00000000150140","PA","Norte","JANSSEN","22","0","0","0","21","1"
"Belém","00000000150140","PA","Norte","PFIZER/BIONTECH","1,635,687","681,277","627,299","5,964","321,146","1"
"Belém","00000000250190","PB","Nordeste","BUTANTAN/SINOVAC","7,839","4,069","3,770","0","0","0"
"Belém","00000000250190","PB","Nordeste","FIOCRUZ/ASTRAZENECA","9,743","5,029","4,658","0","56","0"
"Belém","00000000250190","PB","Nordeste","JANSSEN","483","0","0","142","38","303"
"Belém","00000000250190","PB","Nordeste","PFIZER/BIONTECH","12,160","5,179","3,548","3","3,430","0"
"Belém","00000000270080","AL","Nordeste","BUTANTAN/SINOVAC","1,612","825","787","0","0","0"
"Belém","00000000270080","AL","Nordeste","FIOCRUZ/ASTRAZENECA","2,493","1,277","1,215","0","1","0"
"Belém","00000000270080","AL","Nordeste","JANSSEN","202","0","0","0","54","148"
"Belém","00000000270080","AL","Nordeste","PFIZER/BIONTECH","3,408","1,371","959","1","1,077","0"
"Belém De Maria","00000000260150","PE","Nordeste","BUTANTAN/SINOVAC","4,175","2,231","1,940","0","4","0"
"Belém De Maria","00000000260150","PE","Nordeste","FIOCRUZ/ASTRAZENECA","4,628","2,491","1,968","0","169","0"
"Belém De Maria","00000000260150","PE","Nordeste","JANSSEN","203","0","0","0","141","62"
"Belém De Maria","00000000260150","PE","Nordeste","PFIZER/BIONTECH","6,902","2,798","2,243","0","1,861","0"
"Belém Do Brejo Do Cruz","00000000250200","PB","Nordeste","BUTANTAN/SINOVAC","2,534","1,366","1,167","0","1","0"
"Belém Do Brejo Do Cruz","00000000250200","PB","Nordeste","FIOCRUZ/ASTRAZENECA","4,730","2,474","2,188","4","64","0"
"Belém Do Brejo Do Cruz","00000000250200","PB","Nordeste","JANSSEN","117","0","0","0","30","87"
"Belém Do Brejo Do Cruz","00000000250200","PB","Nordeste","PFIZER/BIONTECH","3,501","1,512","991","1","997","0"
"Belém Do Piauí","00000000220157","PI","Nordeste","BUTANTAN/SINOVAC","1,689","862","827","0","0","0"
"Belém Do Piauí","00000000220157","PI","Nordeste","FIOCRUZ/ASTRAZENECA","1,663","830","802","0","31","0"
"Belém Do Piauí","00000000220157","PI","Nordeste","JANSSEN","134","0","0","0","63","71"
"Belém Do Piauí","00000000220157","PI","Nordeste","PFIZER/BIONTECH","2,701","1,066","916","0","719","0"
"Belém Do São Francisco","00000000260160","PE","Nordeste","BUTANTAN/SINOVAC","7,316","4,187","3,128","0","1","0"
"Belém Do São Francisco","00000000260160","PE","Nordeste","FIOCRUZ/ASTRAZENECA","10,038","5,610","4,175","0","253","0"
"Belém Do São Francisco","00000000260160","PE","Nordeste","JANSSEN","354","0","0","4","200","150"
"Belém Do São Francisco","00000000260160","PE","Nordeste","PFIZER/BIONTECH","14,423","5,931","4,548","36","3,908","0"
"Belford Roxo","00000000330045","RJ","Sudeste","BUTANTAN/SINOVAC","131,940","69,429","60,573","14","1,924","0"
"Belford Roxo","00000000330045","RJ","Sudeste","FIOCRUZ/ASTRAZENECA","212,698","150,027","62,584","12","75","0"
"Belford Roxo","00000000330045","RJ","Sudeste","JANSSEN","9,917","0","0","63","702","9,152"
"Belford Roxo","00000000330045","RJ","Sudeste","PFIZER/BIONTECH","254,252","96,802","110,607","457","46,386","0"
"Belmiro Braga","00000000310610","MG","Sudeste","BUTANTAN/SINOVAC","1,291","720","571","0","0","0"
"Belmiro Braga","00000000310610","MG","Sudeste","FIOCRUZ/ASTRAZENECA","1,972","1,051","840","0","81","0"
"Belmiro Braga","00000000310610","MG","Sudeste","JANSSEN","82","0","0","9","7","66"
"Belmiro Braga","00000000310610","MG","Sudeste","PFIZER/BIONTECH","1,941","821","591","2","527","0"
"Belmonte","00000000290340","BA","Nordeste","BUTANTAN/SINOVAC","6,073","3,570","2,500","0","3","0"
"Belmonte","00000000290340","BA","Nordeste","FIOCRUZ/ASTRAZENECA","8,844","5,163","3,468","1","212","0"
"Belmonte","00000000290340","BA","Nordeste","JANSSEN","243","0","0","0","39","204"
"Belmonte","00000000290340","BA","Nordeste","PFIZER/BIONTECH","10,415","4,613","3,196","0","2,606","0"
"Belmonte","00000000420215","SC","Sul","BUTANTAN/SINOVAC","1,176","622","554","0","0","0"
"Belmonte","00000000420215","SC","Sul","FIOCRUZ/ASTRAZENECA","1,559","787","772","0","0","0"
"Belmonte","00000000420215","SC","Sul","JANSSEN","94","0","0","0","14","80"
"Belmonte","00000000420215","SC","Sul","PFIZER/BIONTECH","2,794","992","831","16","955","0"
"Belo Campo","00000000290350","BA","Nordeste","BUTANTAN/SINOVAC","8,150","4,160","3,983","1","6","0"
"Belo Campo","00000000290350","BA","Nordeste","FIOCRUZ/ASTRAZENECA","10,009","5,521","4,098","78","312","0"
"Belo Campo","00000000290350","BA","Nordeste","JANSSEN","219","0","0","3","18","198"
"Belo Campo","00000000290350","BA","Nordeste","PFIZER/BIONTECH","13,491","5,299","4,444","441","3,307","0"
"Belo Horizonte","00000000310620","MG","Sudeste","BUTANTAN/SINOVAC","1,159,215","607,686","551,472","6","51","0"
"Belo Horizonte","00000000310620","MG","Sudeste","FIOCRUZ/ASTRAZENECA","1,548,006","809,314","737,248","1","1,443","0"
"Belo Horizonte","00000000310620","MG","Sudeste","JANSSEN","113,583","0","0","1,203","48,393","63,987"
